row_id,column,value,confidence,source
976,ounces,16,1.0000,baran
978,ounces,16,1.0000,baran
1039,ounces,16,1.0000,baran
1046,ounces,16,1.0000,baran
1056,ounces,16,1.0000,baran
1076,ounces,16,1.0000,baran
1083,ounces,16,1.0000,baran
1092,ounces,16,1.0000,baran
1094,ounces,16,1.0000,baran
1118,ounces,16,1.0000,baran
1121,ounces,16,1.0000,baran
1164,ounces,16,1.0000,baran
1231,ounces,16,1.0000,baran
1233,ounces,16,1.0000,baran
1279,ounces,16,1.0000,baran
1319,ounces,16,1.0000,baran
1320,ounces,16,1.0000,baran
1337,ounces,16,1.0000,baran
1338,ounces,16,1.0000,baran
1343,ounces,16,1.0000,baran
1344,ounces,16,1.0000,baran
1356,ounces,16,1.0000,baran
1371,ounces,16,1.0000,baran
1379,ounces,16,1.0000,baran
1389,ounces,16,1.0000,baran
1397,ounces,16,1.0000,baran
1426,ounces,16,1.0000,baran
1427,ounces,16,1.0000,baran
1431,ounces,16,1.0000,baran
1435,ounces,16,1.0000,baran
1456,ounces,16,1.0000,baran
1457,ounces,16,1.0000,baran
1488,ounces,16,1.0000,baran
1494,ounces,16,1.0000,baran
1502,ounces,16,1.0000,baran
1531,ounces,16,1.0000,baran
1534,ounces,16,1.0000,baran
1535,ounces,16,1.0000,baran
1537,ounces,16,1.0000,baran
1538,ounces,16,1.0000,baran
1542,ounces,16,1.0000,baran
1544,ounces,16,1.0000,baran
1600,ounces,16,1.0000,baran
1611,ounces,16,1.0000,baran
1641,ounces,16,1.0000,baran
1646,ounces,16,1.0000,baran
1658,ounces,16,1.0000,baran
1700,ounces,16,1.0000,baran
1704,ounces,16,1.0000,baran
1705,ounces,16,1.0000,baran
1712,ounces,16,1.0000,baran
1716,ounces,16,1.0000,baran
1738,ounces,16,1.0000,baran
1740,ounces,16,1.0000,baran
1763,ounces,16,1.0000,baran
1765,ounces,16,1.0000,baran
1767,ounces,16,1.0000,baran
1769,ounces,16,1.0000,baran
1770,ounces,16,1.0000,baran
1782,ounces,16,1.0000,baran
1789,ounces,16,1.0000,baran
1831,ounces,16,1.0000,baran
1837,ounces,16,1.0000,baran
1852,ounces,16,1.0000,baran
1866,ounces,16,1.0000,baran
1975,ounces,16,1.0000,baran
2003,ounces,16,1.0000,baran
2034,ounces,16,1.0000,baran
2038,ounces,16,1.0000,baran
2047,ounces,16,1.0000,baran
2052,ounces,16,1.0000,baran
2059,ounces,16,1.0000,baran
2064,ounces,16,1.0000,baran
2076,ounces,16,1.0000,baran
2080,ounces,16,1.0000,baran
2083,ounces,16,1.0000,baran
2109,ounces,16,1.0000,baran
2118,ounces,16,1.0000,baran
2119,ounces,16,1.0000,baran
2125,ounces,16,1.0000,baran
2182,ounces,16,1.0000,baran
2192,ounces,16,1.0000,baran
2206,ounces,16,1.0000,baran
2247,ounces,16,1.0000,baran
2265,ounces,16,1.0000,baran
2266,ounces,16,1.0000,baran
2278,ounces,16,1.0000,baran
2307,ounces,16,1.0000,baran
2311,ounces,16,1.0000,baran
2377,ounces,16,1.0000,baran
2379,ounces,16,1.0000,baran
2161,abv,0.099,1.0000,baran
107,abv,0.099,1.0000,baran
110,abv,0.099,1.0000,baran
206,abv,0.099,1.0000,baran
312,abv,0.099,1.0000,baran
320,abv,0.099,1.0000,baran
344,abv,0.099,1.0000,baran
358,abv,0.099,1.0000,baran
424,abv,0.099,1.0000,baran
486,abv,0.099,1.0000,baran
489,abv,0.099,1.0000,baran
531,abv,0.099,1.0000,baran
580,abv,0.099,1.0000,baran
595,abv,0.099,1.0000,baran
667,abv,0.099,1.0000,baran
756,abv,0.099,1.0000,baran
758,abv,0.099,1.0000,baran
832,abv,0.099,1.0000,baran
868,abv,0.099,1.0000,baran
899,abv,0.099,1.0000,baran
1093,abv,0.099,1.0000,baran
1145,abv,0.099,1.0000,baran
1227,abv,0.099,1.0000,baran
1232,abv,0.099,1.0000,baran
1349,abv,0.099,1.0000,baran
1367,abv,0.099,1.0000,baran
1408,abv,0.099,1.0000,baran
1456,abv,0.099,1.0000,baran
1505,abv,0.099,1.0000,baran
1530,abv,0.099,1.0000,baran
1591,abv,0.099,1.0000,baran
1617,abv,0.099,1.0000,baran
1661,abv,0.099,1.0000,baran
1723,abv,0.099,1.0000,baran
1772,abv,0.099,1.0000,baran
1797,abv,0.099,1.0000,baran
1879,abv,0.099,1.0000,baran
1976,abv,0.099,1.0000,baran
2003,abv,0.099,1.0000,baran
2056,abv,0.099,1.0000,baran
2061,abv,0.099,1.0000,baran
2068,abv,0.099,1.0000,baran
2139,abv,0.099,1.0000,baran
2178,abv,0.099,1.0000,baran
2181,abv,0.099,1.0000,baran
2191,abv,0.099,1.0000,baran
2195,abv,0.099,1.0000,baran
2201,abv,0.099,1.0000,baran
2237,abv,0.099,1.0000,baran
2310,abv,0.099,1.0000,baran
2161,ibu,101,1.0000,baran
355,ibu,101,1.0000,baran
361,ibu,101,1.0000,baran
517,ibu,101,1.0000,baran
632,ibu,101,1.0000,baran
720,ibu,101,1.0000,baran
843,ibu,101,1.0000,baran
874,ibu,101,1.0000,baran
976,ibu,101,1.0000,baran
1110,ibu,16,1.0000,baran
1311,ibu,101,1.0000,baran
1315,ibu,101,1.0000,baran
1439,ibu,101,1.0000,baran
1589,ibu,101,1.0000,baran
2087,ibu,101,1.0000,baran
2332,ibu,16,1.0000,baran
2342,ibu,101,1.0000,baran
2161,brewery_id,33,1.0000,baran
2161,brewery_name,The Dudes' Brewing Company,1.0000,baran
24,brewery_name,The Dudes' Brewing Company,1.0000,baran
27,brewery_name,The Dudes' Brewing Company,1.0000,baran
36,brewery_name,The Dudes' Brewing Company,1.0000,baran
181,brewery_name,The Dudes' Brewing Company,1.0000,baran
319,brewery_name,The Dudes' Brewing Company,1.0000,baran
355,brewery_name,The Dudes' Brewing Company,1.0000,baran
635,brewery_name,The Dudes' Brewing Company,1.0000,baran
740,brewery_name,The Dudes' Brewing Company,1.0000,baran
957,brewery_name,The Dudes' Brewing Company,1.0000,baran
959,brewery_name,The Dudes' Brewing Company,1.0000,baran
1200,brewery_name,The Dudes' Brewing Company,1.0000,baran
1425,brewery_name,The Dudes' Brewing Company,1.0000,baran
1516,brewery_name,The Dudes' Brewing Company,1.0000,baran
1562,brewery_name,The Dudes' Brewing Company,1.0000,baran
1681,brewery_name,The Dudes' Brewing Company,1.0000,baran
1727,brewery_name,The Dudes' Brewing Company,1.0000,baran
2011,brewery_name,The Dudes' Brewing Company,1.0000,baran
2161,city,Torrance,1.0000,baran
2161,state,CA,1.0000,baran
2022,id,1410,1.0000,baran
651,id,1410,1.0000,baran
1559,id,412,1.0000,baran
2022,beer_name,Sand Island Lighthouse,1.0000,baran
2022,style,Kölsch,1.0000,baran
2022,ounces,12,1.0000,baran
2,ounces,12,1.0000,baran
15,ounces,12,1.0000,baran
20,ounces,12,1.0000,baran
24,ounces,12,1.0000,baran
26,ounces,12,1.0000,baran
28,ounces,12,1.0000,baran
30,ounces,12,1.0000,baran
48,ounces,12,1.0000,baran
63,ounces,12,1.0000,baran
110,ounces,12,1.0000,baran
117,ounces,12,1.0000,baran
158,ounces,12,1.0000,baran
164,ounces,12,1.0000,baran
167,ounces,12,1.0000,baran
177,ounces,12,1.0000,baran
182,ounces,12,1.0000,baran
186,ounces,12,1.0000,baran
217,ounces,12,1.0000,baran
277,ounces,12,1.0000,baran
278,ounces,12,1.0000,baran
284,ounces,12,1.0000,baran
292,ounces,12,1.0000,baran
293,ounces,12,1.0000,baran
313,ounces,12,1.0000,baran
315,ounces,12,1.0000,baran
317,ounces,12,1.0000,baran
322,ounces,12,1.0000,baran
335,ounces,12,1.0000,baran
344,ounces,12,1.0000,baran
377,ounces,12,1.0000,baran
461,ounces,12,1.0000,baran
510,ounces,12,1.0000,baran
516,ounces,12,1.0000,baran
522,ounces,12,1.0000,baran
540,ounces,12,1.0000,baran
547,ounces,12,1.0000,baran
560,ounces,12,1.0000,baran
601,ounces,12,1.0000,baran
628,ounces,12,1.0000,baran
630,ounces,12,1.0000,baran
635,ounces,12,1.0000,baran
638,ounces,12,1.0000,baran
665,ounces,12,1.0000,baran
680,ounces,12,1.0000,baran
681,ounces,12,1.0000,baran
704,ounces,12,1.0000,baran
721,ounces,12,1.0000,baran
736,ounces,12,1.0000,baran
757,ounces,12,1.0000,baran
767,ounces,12,1.0000,baran
773,ounces,12,1.0000,baran
837,ounces,12,1.0000,baran
866,ounces,12,1.0000,baran
874,ounces,12,1.0000,baran
882,ounces,12,1.0000,baran
889,ounces,12,1.0000,baran
927,ounces,12,1.0000,baran
950,ounces,12,1.0000,baran
1015,ounces,12,1.0000,baran
1026,ounces,12,1.0000,baran
1031,ounces,12,1.0000,baran
1037,ounces,12,1.0000,baran
1052,ounces,12,1.0000,baran
1072,ounces,12,1.0000,baran
1102,ounces,12,1.0000,baran
1116,ounces,12,1.0000,baran
1117,ounces,12,1.0000,baran
1125,ounces,12,1.0000,baran
1129,ounces,12,1.0000,baran
1131,ounces,12,1.0000,baran
1134,ounces,12,1.0000,baran
1137,ounces,12,1.0000,baran
1148,ounces,12,1.0000,baran
1154,ounces,12,1.0000,baran
1197,ounces,12,1.0000,baran
1200,ounces,12,1.0000,baran
1210,ounces,12,1.0000,baran
1219,ounces,12,1.0000,baran
1220,ounces,12,1.0000,baran
1243,ounces,12,1.0000,baran
1255,ounces,12,1.0000,baran
1272,ounces,12,1.0000,baran
1276,ounces,16,1.0000,baran
1296,ounces,12,1.0000,baran
1305,ounces,12,1.0000,baran
1308,ounces,12,1.0000,baran
1310,ounces,12,1.0000,baran
1326,ounces,12,1.0000,baran
1328,ounces,12,1.0000,baran
1369,ounces,12,1.0000,baran
1377,ounces,12,1.0000,baran
1444,ounces,12,1.0000,baran
1446,ounces,12,1.0000,baran
1469,ounces,12,1.0000,baran
1493,ounces,12,1.0000,baran
1503,ounces,12,1.0000,baran
1505,ounces,12,1.0000,baran
1552,ounces,12,1.0000,baran
1569,ounces,12,1.0000,baran
1584,ounces,12,1.0000,baran
1587,ounces,12,1.0000,baran
1592,ounces,12,1.0000,baran
1602,ounces,12,1.0000,baran
1638,ounces,12,1.0000,baran
1682,ounces,12,1.0000,baran
1687,ounces,12,1.0000,baran
1689,ounces,12,1.0000,baran
1693,ounces,12,1.0000,baran
1721,ounces,12,1.0000,baran
1722,ounces,12,1.0000,baran
1723,ounces,12,1.0000,baran
1726,ounces,12,1.0000,baran
1732,ounces,12,1.0000,baran
1735,ounces,12,1.0000,baran
1745,ounces,12,1.0000,baran
1771,ounces,12,1.0000,baran
1772,ounces,12,1.0000,baran
1774,ounces,12,1.0000,baran
1786,ounces,12,1.0000,baran
1790,ounces,12,1.0000,baran
1806,ounces,12,1.0000,baran
1825,ounces,12,1.0000,baran
1841,ounces,12,1.0000,baran
1844,ounces,12,1.0000,baran
1847,ounces,12,1.0000,baran
1859,ounces,12,1.0000,baran
1875,ounces,12,1.0000,baran
1883,ounces,12,1.0000,baran
1887,ounces,12,1.0000,baran
1919,ounces,12,1.0000,baran
1934,ounces,12,1.0000,baran
1964,ounces,12,1.0000,baran
1983,ounces,12,1.0000,baran
1997,ounces,12,1.0000,baran
2007,ounces,12,1.0000,baran
2008,ounces,12,1.0000,baran
2009,ounces,12,1.0000,baran
2015,ounces,12,1.0000,baran
2016,ounces,12,1.0000,baran
2091,ounces,12,1.0000,baran
2099,ounces,12,1.0000,baran
2130,ounces,12,1.0000,baran
2131,ounces,12,1.0000,baran
2136,ounces,12,1.0000,baran
2150,ounces,12,1.0000,baran
2164,ounces,12,1.0000,baran
2229,ounces,12,1.0000,baran
2234,ounces,12,1.0000,baran
2303,ounces,12,1.0000,baran
2304,ounces,12,1.0000,baran
2306,ounces,12,1.0000,baran
2315,ounces,12,1.0000,baran
2337,ounces,12,1.0000,baran
2345,ounces,12,1.0000,baran
2356,ounces,12,1.0000,baran
2360,ounces,12,1.0000,baran
2371,ounces,12,1.0000,baran
2374,ounces,12,1.0000,baran
2388,ounces,12,1.0000,baran
2403,ounces,12,1.0000,baran
2409,ounces,12,1.0000,baran
2022,abv,0.051,1.0000,baran
47,abv,0.051,1.0000,baran
301,abv,0.051,1.0000,baran
510,abv,0.051,1.0000,baran
511,abv,0.051,1.0000,baran
601,abv,0.051,1.0000,baran
719,abv,0.051,1.0000,baran
897,abv,0.051,1.0000,baran
1000,abv,0.051,1.0000,baran
1089,abv,0.051,1.0000,baran
1139,abv,0.051,1.0000,baran
1427,abv,0.051,1.0000,baran
1514,abv,0.051,1.0000,baran
1579,abv,0.051,1.0000,baran
1730,abv,0.051,1.0000,baran
1739,abv,0.051,1.0000,baran
1798,abv,0.051,1.0000,baran
2404,abv,0.051,1.0000,baran
28,ibu,23,1.0000,baran
36,ibu,23,1.0000,baran
66,ibu,23,1.0000,baran
79,ibu,23,1.0000,baran
129,ibu,41,1.0000,baran
132,ibu,12,1.0000,baran
145,ibu,20,1.0000,baran
226,ibu,17,1.0000,baran
263,ibu,23,1.0000,baran
315,ibu,23,1.0000,baran
339,ibu,23,1.0000,baran
366,ibu,23,1.0000,baran
375,ibu,28,1.0000,baran
529,ibu,23,1.0000,baran
562,ibu,23,1.0000,baran
615,ibu,22,1.0000,baran
618,ibu,65,1.0000,baran
651,ibu,23,1.0000,baran
706,ibu,10,1.0000,baran
721,ibu,23,1.0000,baran
778,ibu,27,1.0000,baran
824,ibu,65,1.0000,baran
884,ibu,23,1.0000,baran
926,ibu,23,1.0000,baran
979,ibu,23,1.0000,baran
994,ibu,23,1.0000,baran
999,ibu,23,1.0000,baran
1026,ibu,42,1.0000,baran
1040,ibu,45,1.0000,baran
1055,ibu,30,1.0000,baran
1067,ibu,23,1.0000,baran
1072,ibu,22,1.0000,baran
1087,ibu,52,1.0000,baran
1094,ibu,48,1.0000,baran
1109,ibu,23,1.0000,baran
1111,ibu,23,1.0000,baran
1153,ibu,23,1.0000,baran
1181,ibu,23,1.0000,baran
1184,ibu,79,1.0000,baran
1188,ibu,23,1.0000,baran
1217,ibu,9,1.0000,baran
1219,ibu,33,1.0000,baran
1332,ibu,23,1.0000,baran
1378,ibu,103,1.0000,baran
1437,ibu,23,1.0000,baran
1460,ibu,23,1.0000,baran
1587,ibu,23,1.0000,baran
1605,ibu,23,1.0000,baran
1679,ibu,70,1.0000,baran
1807,ibu,23,1.0000,baran
1832,ibu,45,1.0000,baran
1835,ibu,23,1.0000,baran
1837,ibu,22,1.0000,baran
1862,ibu,23,1.0000,baran
1863,ibu,23,1.0000,baran
1905,ibu,23,1.0000,baran
1909,ibu,80,1.0000,baran
1947,ibu,23,1.0000,baran
2003,ibu,31,1.0000,baran
2013,ibu,23,1.0000,baran
2030,ibu,23,1.0000,baran
2082,ibu,23,1.0000,baran
2125,ibu,23,1.0000,baran
2177,ibu,35,1.0000,baran
2219,ibu,23,1.0000,baran
2343,ibu,44,1.0000,baran
2372,ibu,23,1.0000,baran
2380,ibu,25,1.0000,baran
2394,ibu,23,1.0000,baran
2022,brewery_id,412,1.0000,baran
29,brewery_name,Base Camp Brewing Co.,1.0000,baran
39,brewery_name,Great River Brewery,1.0000,baran
46,brewery_name,Schlafly Brewing Company,1.0000,baran
52,brewery_name,Spiteful Brewing Company,1.0000,baran
77,brewery_name,Crow Peak Brewing Company,1.0000,baran
111,brewery_name,Alaskan Brewing Company,1.0000,baran
129,brewery_name,Silverton Brewery,1.0000,baran
132,brewery_name,Texian Brewing Co.,1.0000,baran
177,brewery_name,Catawba Brewing Company,1.0000,baran
195,brewery_name,Evil Czech Brewery,1.0000,baran
249,brewery_name,Uinta Brewing Company,1.0000,baran
287,brewery_name,Saint Archer Brewery,1.0000,baran
312,brewery_name,Oskar Blues Brewery,1.0000,baran
339,brewery_name,Ale Asylum,1.0000,baran
346,brewery_name,Against the Grain Brewery,1.0000,baran
363,brewery_name,Swamp Head Brewery,1.0000,baran
372,brewery_name,Martin House Brewing Company,1.0000,baran
380,brewery_name,Caldera Brewing Company,1.0000,baran
383,brewery_name,Vander Mill Ciders,1.0000,baran
388,brewery_name,Snake River Brewing Company,1.0000,baran
403,brewery_name,Brewery Vivant,1.0000,baran
416,brewery_name,Oskar Blues Brewery,1.0000,baran
439,brewery_name,Brewery Vivant,1.0000,baran
445,brewery_name,Breckenridge Brewery,1.0000,baran
448,brewery_name,SanTan Brewing Company,1.0000,baran
460,brewery_name,Carolina Beer & Beverage,1.0000,baran
485,brewery_name,Odyssey Beerwerks,1.0000,baran
500,brewery_name,Golden Road Brewing,1.0000,baran
516,brewery_name,Saint Archer Brewery,1.0000,baran
521,brewery_name,Great River Brewery,1.0000,baran
562,brewery_name,Bent Brewstillery,1.0000,baran
588,brewery_name,Rahr & Sons Brewing Company,1.0000,baran
589,brewery_name,Finch's Beer Company,1.0000,baran
594,brewery_name,Half Acre Beer Company,1.0000,baran
605,brewery_name,Catawba Island Brewing,1.0000,baran
615,brewery_name,Saint Archer Brewery,1.0000,baran
629,brewery_name,Boulevard Brewing Company,1.0000,baran
638,brewery_name,Everybody's Brewing,1.0000,baran
738,brewery_name,Sprecher Brewing Company,1.0000,baran
778,brewery_name,Texian Brewing Co.,1.0000,baran
829,brewery_name,Mike Hess Brewing Company,1.0000,baran
866,brewery_name,Greenbrier Valley Brewing Company,1.0000,baran
931,brewery_name,Core Brewing & Distilling Company,1.0000,baran
954,brewery_name,North Country Brewing Company,1.0000,baran
958,brewery_name,Carton Brewing Company,1.0000,baran
991,brewery_name,Four Fathers Brewing,1.0000,baran
1032,brewery_name,Red Shedman Farm Brewery and Hop...,1.0000,baran
1057,brewery_name,18th Street Brewery,1.0000,baran
1065,brewery_name,Two Roads Brewing Company,1.0000,baran
1072,brewery_name,Saint Archer Brewery,1.0000,baran
1083,brewery_name,Uinta Brewing Company,1.0000,baran
1089,brewery_name,Oskar Blues Brewery,1.0000,baran
1111,brewery_name,Chatham Brewing,1.0000,baran
1112,brewery_name,Caldera Brewing Company,1.0000,baran
1133,brewery_name,"Woodstock Inn, Station & Brewery",1.0000,baran
1137,brewery_name,Crow Peak Brewing Company,1.0000,baran
1144,brewery_name,Uinta Brewing Company,1.0000,baran
1153,brewery_name,Brewery Vivant,1.0000,baran
1181,brewery_name,Brewery Vivant,1.0000,baran
1211,brewery_name,Grand Canyon Brewing Company,1.0000,baran
1239,brewery_name,Narragansett Brewing Company,1.0000,baran
1251,brewery_name,Hess Brewing Company,1.0000,baran
1319,brewery_name,Goose Island Brewing Company,1.0000,baran
1362,brewery_name,Saint Archer Brewery,1.0000,baran
1408,brewery_name,Santa Fe Brewing Company,1.0000,baran
1413,brewery_name,3 Daughters Brewing,1.0000,baran
1426,brewery_name,Intuition Ale Works,1.0000,baran
1478,brewery_name,Utah Brewers Cooperative,1.0000,baran
1491,brewery_name,The Lion Brewery,1.0000,baran
1549,brewery_name,Maui Brewing Company,1.0000,baran
1571,brewery_name,Saint Archer Brewery,1.0000,baran
1618,brewery_name,Santa Cruz Mountain Brewing,1.0000,baran
1621,brewery_name,Spiteful Brewing Company,1.0000,baran
1657,brewery_name,Spiteful Brewing Company,1.0000,baran
1701,brewery_name,Boston Beer Company,1.0000,baran
1747,brewery_name,Revolution Brewing,1.0000,baran
1768,brewery_name,Sixpoint Craft Ales,1.0000,baran
1782,brewery_name,Upslope Brewing Company,1.0000,baran
1788,brewery_name,Saint Archer Brewery,1.0000,baran
1830,brewery_name,Manayunk Brewing Company,1.0000,baran
1835,brewery_name,Swashbuckler Brewing Company,1.0000,baran
1863,brewery_name,Southern Star Brewing Company,1.0000,baran
1871,brewery_name,Dirty Bucket Brewing Company,1.0000,baran
1939,brewery_name,Geneva Lake Brewing Company,1.0000,baran
1974,brewery_name,Karbach Brewing Company,1.0000,baran
2012,brewery_name,Liquid Hero Brewery,1.0000,baran
2013,brewery_name,The Dudes' Brewing Company,1.0000,baran
2016,brewery_name,Two Roads Brewing Company,1.0000,baran
2019,brewery_name,Manayunk Brewing Company,1.0000,baran
2033,brewery_name,Petoskey Brewing,1.0000,baran
2052,brewery_name,Spiteful Brewing Company,1.0000,baran
2062,brewery_name,Sprecher Brewing Company,1.0000,baran
2073,brewery_name,Brewery Vivant,1.0000,baran
2081,brewery_name,Saint Archer Brewery,1.0000,baran
2082,brewery_name,Odyssey Beerwerks,1.0000,baran
2100,brewery_name,Southern Star Brewing Company,1.0000,baran
2118,brewery_name,Piney River Brewing Company,1.0000,baran
2121,brewery_name,Four String Brewing Company,1.0000,baran
2125,brewery_name,Evil Twin Brewing,1.0000,baran
2130,brewery_name,The Alchemist,1.0000,baran
2145,brewery_name,Armadillo Ale Works,1.0000,baran
2154,brewery_name,Snake River Brewing Company,1.0000,baran
2177,brewery_name,Cape Ann Brewing Company,1.0000,baran
2237,brewery_name,New England Brewing Company,1.0000,baran
2252,brewery_name,New Orleans Lager & Ale Brewing ...,1.0000,baran
2276,brewery_name,Maui Brewing Company,1.0000,baran
2327,brewery_name,Wynkoop Brewing Company,1.0000,baran
2328,brewery_name,TailGate Beer,1.0000,baran
2331,brewery_name,Sun King Brewing Company,1.0000,baran
2367,brewery_name,Four String Brewing Company,1.0000,baran
2392,brewery_name,Tröegs Brewing Company,1.0000,baran
2022,city,Huntsville,1.0000,baran
202,city,Huntsville,1.0000,baran
405,city,Torrance,1.0000,baran
443,city,Huntsville,1.0000,baran
587,city,Torrance,1.0000,baran
651,city,Torrance,1.0000,baran
656,city,Torrance,1.0000,baran
735,city,Torrance,1.0000,baran
1057,city,Torrance,1.0000,baran
1289,city,Torrance,1.0000,baran
1404,city,Huntsville,1.0000,baran
1573,city,Torrance,1.0000,baran
1658,city,Huntsville,1.0000,baran
2225,city,Torrance,1.0000,baran
2022,state,AL,1.0000,baran
28,state,CA,1.0000,baran
233,state,CA,1.0000,baran
247,state,CA,1.0000,baran
269,state,CA,1.0000,baran
273,state,AL,1.0000,baran
343,state,CA,1.0000,baran
363,state,AL,1.0000,baran
437,state,CA,1.0000,baran
438,state,CA,1.0000,baran
453,state,CA,1.0000,baran
471,state,CA,1.0000,baran
498,state,CA,1.0000,baran
507,state,CA,1.0000,baran
517,state,CA,1.0000,baran
608,state,AL,1.0000,baran
622,state,CA,1.0000,baran
664,state,AL,1.0000,baran
669,state,CA,1.0000,baran
720,state,CA,1.0000,baran
808,state,CA,1.0000,baran
815,state,CA,1.0000,baran
832,state,AL,1.0000,baran
904,state,AL,1.0000,baran
995,state,CA,1.0000,baran
1054,state,AL,1.0000,baran
1090,state,AL,1.0000,baran
1109,state,CA,1.0000,baran
1141,state,CA,1.0000,baran
1154,state,AL,1.0000,baran
1156,state,AL,1.0000,baran
1245,state,CA,1.0000,baran
1276,state,CA,1.0000,baran
1303,state,AL,1.0000,baran
1327,state,CA,1.0000,baran
1338,state,CA,1.0000,baran
1354,state,CA,1.0000,baran
1389,state,CA,1.0000,baran
1435,state,CA,1.0000,baran
1468,state,CA,1.0000,baran
1472,state,CA,1.0000,baran
1634,state,CA,1.0000,baran
1772,state,CA,1.0000,baran
1881,state,CA,1.0000,baran
1909,state,AL,1.0000,baran
1943,state,CA,1.0000,baran
1991,state,CA,1.0000,baran
1994,state,CA,1.0000,baran
2028,state,CA,1.0000,baran
2053,state,AL,1.0000,baran
2263,state,AL,1.0000,baran
2307,state,CA,1.0000,baran
2333,state,CA,1.0000,baran
2376,state,CA,1.0000,baran
2377,state,CA,1.0000,baran
1656,id,846,1.0000,baran
1656,beer_name,Black Walnut Wheat,1.0000,baran
1656,style,American Dark Wheat Ale,1.0000,baran
3,style,Kölsch,1.0000,baran
34,style,Torrance,1.0000,baran
37,style,American Dark Wheat Ale,1.0000,baran
92,style,American Dark Wheat Ale,1.0000,baran
147,style,American Dark Wheat Ale,1.0000,baran
153,style,American Dark Wheat Ale,1.0000,baran
238,style,Torrance,1.0000,baran
259,style,Torrance,1.0000,baran
317,style,Kölsch,1.0000,baran
388,style,Torrance,1.0000,baran
389,style,Kölsch,1.0000,baran
504,style,Torrance,1.0000,baran
717,style,American Dark Wheat Ale,1.0000,baran
778,style,American Dark Wheat Ale,1.0000,baran
801,style,Torrance,1.0000,baran
804,style,Torrance,1.0000,baran
837,style,American Dark Wheat Ale,1.0000,baran
868,style,American Dark Wheat Ale,1.0000,baran
900,style,Torrance,1.0000,baran
958,style,Torrance,1.0000,baran
976,style,American Dark Wheat Ale,1.0000,baran
984,style,American Dark Wheat Ale,1.0000,baran
1070,style,American Dark Wheat Ale,1.0000,baran
1090,style,Torrance,1.0000,baran
1159,style,Bucryus,1.0000,baran
1352,style,Torrance,1.0000,baran
1431,style,American Dark Wheat Ale,1.0000,baran
1495,style,American Dark Wheat Ale,1.0000,baran
1583,style,American Dark Wheat Ale,1.0000,baran
1619,style,American Dark Wheat Ale,1.0000,baran
1703,style,American Dark Wheat Ale,1.0000,baran
1798,style,American Dark Wheat Ale,1.0000,baran
1918,style,Kölsch,1.0000,baran
1948,style,Torrance,1.0000,baran
1986,style,Kölsch,1.0000,baran
1987,style,American Dark Wheat Ale,1.0000,baran
1996,style,Torrance,1.0000,baran
2011,style,Torrance,1.0000,baran
2012,style,Torrance,1.0000,baran
2045,style,American Dark Wheat Ale,1.0000,baran
2067,style,Torrance,1.0000,baran
2132,style,American Dark Wheat Ale,1.0000,baran
2143,style,American Dark Wheat Ale,1.0000,baran
2215,style,Torrance,1.0000,baran
2239,style,Torrance,1.0000,baran
2281,style,Bucryus,1.0000,baran
2292,style,Torrance,1.0000,baran
2314,style,American Dark Wheat Ale,1.0000,baran
2373,style,American Dark Wheat Ale,1.0000,baran
